Source Port,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Proto_0.0,Proto_6.0,Proto_17.0,Label
0.7454804,-0.0046313214,-0.0053776503,-0.0038689906,-0.0025979236,0.0025693364,-0.0055507277,0.006907429,0.00019237772,-0.009504003,0.0011545923,-0.0045618457,-0.0012414497,-0.006201107,-0.0033728685,-0.0014448934,-0.005582503,0.0034986478,-0.0023577623,-0.007114374,0.0005236808,-0.0030421908,-0.003940489,0.0011109929,-0.005449949,0.0055495556,-0.00067486975,0.0045074797,0.0057415236,-0.0040000575,0.0022680936,-0.0013514087,5.21075e-06,0.0030212332,0.0014891597,-0.004254961,-0.0031751338,-0.006358494,-0.008728953,0.0026392457,-0.008834934,0.0018822609,-0.009882177,0.004893203,8.220831e-05,-0.0059320033,0.98724806,-0.0071107424,0.00087772124,-0.00794812,-0.0047883634,-0.00059465785,-0.001043983,0.0035785716,0.00021838723,0.0072051045,0.0007127216,-0.0037914244,0.0016259234,0.0045083314,-0.005019903,-0.0010242034,0.7661512,-0.0007190127,0.0004280405,0.0059173172,0.0017355392,-0.0018118033,0.0007771235,0.0018745922,-0.004851338,-0.0026430795,0.9977102,0.0071577327,0
0.5961421,-0.0030554212,-0.004523949,-0.0013277819,0.00018198881,0.005032586,-0.011711206,0.0045187646,-0.011852531,-0.006201688,-0.0019585192,0.000861797,-0.003962354,-0.00038667698,-0.002435613,0.0012969803,0.6686679,0.0033863238,-0.012015484,-0.019250214,-0.0075885486,-0.009166292,0.0038229264,-0.0022730231,-0.006638985,0.0032216944,0.005230808,-0.002653318,0.0011772416,-0.0093168365,-0.010435514,-0.0033840425,-0.0037072739,0.0014039674,0.005535449,1.0060636,0.0023195753,-0.003107287,-0.008715579,0.005670865,-0.0086405,0.0038402383,0.0035348972,0.013858236,-0.0032272208,-0.017722368,1.0166763,-0.009040417,-0.0011079122,-0.004910133,-0.006299032,0.0041772104,0.0017769986,0.0025195973,0.0029254938,0.008384775,-0.00015956722,-0.00583174,-0.0017545093,0.008342855,-0.006567845,-0.0014573243,0.7286482,-0.0072966563,0.0047526117,0.007858758,0.00020443648,-0.004024242,0.008272638,-0.0021779053,-0.005291081,-0.0017337257,1.0276396,0.0075245844,0
0.8799562,-0.0003978135,-0.0042243716,-0.0041146223,-0.0012522643,0.0046054088,-0.0073416634,0.0065587554,-0.0031457134,-0.008561924,-0.0018001553,0.0003294265,-0.0011316349,-0.0018333702,-0.0032152273,-0.0012999312,0.19875465,0.0033861953,-0.005055843,-0.011717283,-0.0030237632,-0.007215906,-0.0014249589,0.0018310999,-0.0060037915,0.005048044,-0.0023223292,0.00080240704,0.0023053526,-0.003375682,-0.0014429074,-0.0011797938,-0.0006314507,0.001751374,0.0032087779,0.29648036,0.0013775891,-0.0040781572,-0.010766936,0.0049613407,-0.0072366726,-0.0003399332,-0.0047818897,0.0065007736,-0.0011804621,3.2544136e-05,0.9952558,-0.0065804967,-0.00063365,-0.0043509025,-0.004203262,0.0020735273,-0.00033674925,0.0022800793,-0.00061848667,0.0063399174,-0.0018132143,-0.0056008007,8.218642e-05,0.006950654,-0.004329076,-0.00097032636,0.7393203,-0.0029374976,0.0013931114,0.0064574108,0.0012628213,-0.006991462,0.0007147053,0.0028189812,-0.004609475,-0.0029314184,1.0001692,0.006366362,0
0.852068,-0.0021340111,-0.003990406,-0.003981258,-0.0010725865,0.0033537801,-0.0064101834,0.0064939894,-0.00228142,-0.007972378,-0.00052279886,-0.0015217126,-0.0012423303,-0.0027530624,-0.003359139,-0.0011690021,0.13460606,0.0035464042,-0.0032245163,-0.008877997,-0.0030874917,-0.0054202033,-0.0019632932,0.0022604899,-0.0039789714,0.005652141,-0.0019787177,0.0015572095,0.002330809,-0.0035329107,-0.00024530012,0.0007840358,-0.000183044,0.0023067864,0.0024257395,0.20091149,0.0021255026,-0.0048304712,-0.01012877,0.004645518,-0.0067246556,0.00035263598,-0.005440713,0.005773265,-0.00052748993,0.0061392486,0.9721247,-0.0065731774,-0.000725213,-0.0048609525,-0.0010800846,0.0016926676,0.0004127717,0.0021009324,-0.0017340728,0.0052861166,-0.00048181694,-0.0053634355,0.0016289949,0.008743539,-0.0043241866,0.00013436936,0.7246592,-0.0025150832,0.0012634089,0.006159175,0.0029294863,-0.006566176,0.00091590174,0.0042217206,-0.0054281433,-0.0022233094,0.98791933,0.0072455853,0
0.7557601,-0.0022788076,-0.0056286054,-0.0052863583,-0.0027180174,0.003651727,-0.0067203,0.0062416303,-0.0022598002,-0.008042604,-0.0004240768,-0.0036622738,-0.0011942754,-0.0056481203,-0.0019075184,-0.0022816402,-0.0054224115,0.0026950273,-0.0066575278,-0.014474493,-0.00026753172,-0.005627878,-0.0030488735,-0.0010062694,-0.009007882,0.005251229,-0.0010451601,0.0020957473,0.0050034234,-0.0029460508,0.0001216447,-0.0016295053,-0.00017418806,0.0028125616,0.0026208255,-0.010689804,0.0006014034,-0.00761572,-0.009664271,0.0025579454,-0.009269929,0.0015570181,-0.007152441,0.005791721,-0.0016966662,-0.008716911,0.99724543,-0.005748649,0.001057911,-0.007108206,-0.006921606,-0.00084889587,-0.0011378557,0.0033437856,0.00022773398,0.007968996,0.0014150077,-0.004680464,0.0014642538,0.004534185,-0.0032800492,-0.0009950884,0.76492596,-0.000529537,0.00018923264,0.006565703,0.0011943579,-0.0032256069,-0.0001548212,-0.0022423174,-0.0058966917,-0.002794057,1.0063286,0.007210763,0
0.71437216,-0.0049443697,-0.0052981363,-0.002968221,-0.0013194014,0.0049775355,-0.0068270247,0.006207895,-0.0050499253,-0.008620851,-0.00083332136,-0.0015127533,-0.0012885653,-0.0018337795,0.00024408428,-0.0006542611,0.21986555,0.0028154277,-0.0031838957,-0.011097842,-0.0029471535,-0.006524278,0.00097086094,0.0041192905,-0.0030769985,0.003027238,0.0007576643,-2.654735e-05,0.0020051762,-0.004209974,-0.0034241155,-0.0015132651,-0.0011758348,8.830801e-05,0.0032470115,0.32409853,0.0019499566,-0.0042885467,-0.009574744,0.006226291,-0.008243334,0.001622803,-0.002283615,0.00544756,-0.00091066817,-0.012716174,1.0090448,-0.0077321543,-0.00013560499,-0.004681484,-0.005300576,0.0023275279,0.000798987,0.0026202146,0.001467959,0.008941837,-0.0014017932,-0.0053239753,-0.00039428007,0.0014988929,-0.003610557,0.0005463008,0.7434513,-0.0036392137,0.0014539305,0.0071474784,0.00024126377,-0.0029716399,0.0016522715,0.0010316614,-0.004109751,-0.0034837218,1.0131857,0.0068235137,0
0.8498983,-0.00206682,-0.004454771,-0.00393824,-0.002427187,0.005719306,-0.008394417,0.0064267116,-0.0041787513,-0.009209577,-0.001895383,0.0012171431,-0.0010867137,-0.001007451,-0.00090801483,-0.00039573153,0.26786137,0.0035256823,-0.004855344,-0.011693428,-0.0028026728,-0.0059716795,-0.00016503595,0.0032037986,-0.0030670576,0.004649682,4.1760504e-05,-1.9185245e-05,0.0027058627,-0.0034254056,-0.0030345637,-0.0023719072,-0.000992436,-1.8049031e-06,0.0027457355,0.39962372,0.0006483365,-0.003601145,-0.010612029,0.006485346,-0.0067076944,0.00088105677,-0.0013154764,0.0068549616,-0.0011536484,-0.0060741007,0.9990771,-0.0074525685,-0.0004475608,-0.0047538662,-0.0061782356,0.001999043,-0.0003457307,0.0032732852,0.0012232289,0.0082870275,-0.0024364693,-0.0060871625,-0.00076355226,0.0049872994,-0.003723139,-0.0009378921,0.73786885,-0.004099706,0.0014093956,0.006185619,-0.00056061894,-0.0040088445,0.0016591344,0.0011529028,-0.0034045125,-0.0032137288,1.0041564,0.006345666,0
0.8376894,-0.0030991724,-0.003976057,-0.0035299482,-0.0014593713,0.0051752795,-0.0069783595,0.0064295046,-0.004452454,-0.009055529,-0.0012399871,0.00011258805,-0.00062606647,-0.0018765361,-0.0013913317,-5.716784e-05,0.2279991,0.0030009076,-0.003930047,-0.010391994,-0.0028686905,-0.00513097,1.5245751e-05,0.003991105,-0.0023703165,0.00426293,-0.00031258108,0.00041537313,0.0020622634,-0.0040768725,-0.001961127,-0.0011594482,-0.00081564765,0.00065018097,0.003111655,0.34019744,0.0011095712,-0.0039270967,-0.010165912,0.005957282,-0.006872738,0.00015312433,-0.0025365176,0.0066559445,-0.0009710933,-0.0047603548,0.99226165,-0.007486298,-0.00048961234,-0.0039054174,-0.004038062,0.001869454,0.00034761103,0.003411673,0.00047556544,0.0073291548,-0.0019757953,-0.005757941,-1.6403385e-05,0.005221866,-0.0036072675,-0.00047258288,0.73238766,-0.0034226514,0.0017325385,0.0062924204,0.00030227378,-0.004000528,0.0019478779,0.0027442817,-0.004206722,-0.0027894715,0.9997705,0.006925148,0
0.8639982,-0.001798782,-0.004784658,-0.0036739763,-0.0023869695,0.005899852,-0.008581841,0.006565536,-0.0047296584,-0.009459363,-0.0021407828,0.001675277,-0.0010889566,-0.0010552679,-0.0009772363,-0.0005897279,0.27682784,0.0032721274,-0.0058060344,-0.012444905,-0.0026706196,-0.006207673,0.0001940094,0.0035151453,-0.0032481141,0.004450405,3.486022e-05,-0.00033474294,0.0024935245,-0.0033182919,-0.0029197577,-0.0028262679,-0.001613046,2.9248185e-06,0.0030513937,0.41278276,-7.1287155e-05,-0.0034043547,-0.01070462,0.006608747,-0.0071796477,0.0010396575,-0.0015709326,0.006940403,-0.0013027266,-0.011409223,1.0121492,-0.0074568293,-0.00081525,-0.004367194,-0.0071161184,0.0015009427,-0.00059024314,0.0032945622,0.0013618805,0.008541535,-0.0024414202,-0.005811155,-0.0010245442,0.0038485676,-0.003979318,-0.0016245078,0.7469483,-0.0038578566,0.0016204226,0.0059530274,-0.0008350797,-0.004362339,0.0018068552,0.00074589625,-0.0035466328,-0.003178777,1.0100473,0.00617797,0
0.6291523,-0.0063989386,-0.006104382,-0.0038030632,-0.0025538998,0.0028989315,-0.004710402,0.008457679,5.933456e-05,-0.010257671,0.0017628465,-0.0069835954,-0.0014132815,-0.0063083377,-0.003151651,-0.001496105,-0.01031377,0.003618991,-0.0020796787,-0.0063250773,3.3002347e-05,-0.001138903,-0.003471258,0.0026917676,-0.004678501,0.005182825,0.0003404537,0.0044292985,0.0068856995,-0.004946378,0.002964911,-0.0011642892,0.0014150813,0.0033402639,0.0027659582,-0.008610785,-0.00537155,-0.005335302,-0.009280163,0.00269433,-0.008540347,0.0012702595,-0.010182654,0.0055577965,0.0013882953,-0.013367653,0.99325943,-0.009544881,0.00061065936,-0.008533983,-0.0057768133,-0.0023346255,-0.0005110996,0.0030871986,5.5877957e-05,0.0073729237,0.0015756916,-0.0034428407,0.002505147,0.001636602,-0.004502764,-0.0010157283,0.7691096,0.0014047567,0.0005596089,0.0072505153,0.0017848816,-0.000775435,0.0009824717,0.003319731,-0.00371597,-0.0033183678,1.0003273,0.007930542,0
0.67313576,-0.006859277,-0.0045868414,-0.0030423831,-0.00232581,0.0030548591,-0.0049337423,0.008398955,-0.0003799796,-0.009857208,0.0016793087,-0.0052973223,-0.0014981532,-0.00604535,-0.002812777,-0.0013454049,0.02792028,0.003465678,-0.0014987048,-0.0044606626,-0.0010415763,-0.00058054744,-0.0028883964,0.0040289727,-0.0023230873,0.0063914787,-0.0006603253,0.0037061814,0.0049385782,-0.004880077,0.0026363311,-0.0002630446,0.0015786914,0.0034249749,0.003497798,0.04477088,-0.0043264236,-0.0042724777,-0.008353906,0.0042382954,-0.0074804537,0.0010139947,-0.010203396,0.007233491,0.0008097207,-0.008370459,0.9850093,-0.009898158,-0.0009623951,-0.007312854,-0.004574083,-0.0012886375,-0.00037837983,0.0030486272,-0.00057987403,0.006571246,0.0012443941,-0.0036702417,0.0022749202,0.0049267113,-0.004473375,0.00048634037,0.75830185,0.0009898022,0.0007926449,0.0077964556,0.0024487213,-0.002699485,0.001286122,0.0036616437,-0.0053639007,-0.0028590828,0.997715,0.007996155,0
0.691815,-0.0047432273,-0.0064884056,-0.0043866485,-0.0024793262,0.0031874944,-0.005396588,0.0074364096,-0.0008888487,-0.00947568,0.0007916717,-0.0056393505,-0.0012367321,-0.006140599,-0.002853841,-0.0019035628,-0.0087687615,0.0028542923,-0.004324656,-0.009818713,6.948598e-05,-0.0035827947,-0.0032385923,0.000686049,-0.0069466494,0.0050835162,-0.0003846183,0.003623066,0.0061135488,-0.0041330657,0.001847419,-0.0013088677,0.0006036153,0.0030328217,0.0024807854,-0.009499315,-0.0030298755,-0.006473963,-0.00944039,0.0025944423,-0.008967992,0.001638788,-0.009225857,0.005518051,-5.481951e-05,-0.011690289,0.9968406,-0.0077824746,0.00095718005,-0.008066669,-0.006137276,-0.0016771136,-0.0008649102,0.0031325496,6.434554e-05,0.0076475814,0.0013210559,-0.003711748,0.0019026678,0.002534166,-0.0042532124,-0.0010718815,0.77204835,0.00079030544,0.000505371,0.0069398894,0.001732232,-0.002040808,0.00057792943,0.00081303716,-0.005074849,-0.0031293025,1.0030696,0.0074047633,0
0.8310564,-0.0031623626,-0.00396506,-0.0030450094,-0.0012969901,0.0058374573,-0.006629048,0.00630053,-0.0053585134,-0.009424416,-0.0015868489,-0.00024035713,-0.0006193351,-0.0019199385,-0.0007793396,0.00019461429,0.23621772,0.0029399325,-0.004486326,-0.010891288,-0.0023641642,-0.0052354042,0.00086514093,0.004390515,-0.0026727226,0.0035912339,-7.343234e-05,0.0003596372,0.0018837741,-0.0041545057,-0.002695404,-0.0017196853,-0.0010073632,0.0002170233,0.0032190913,0.35250995,0.0011989102,-0.0037041176,-0.01025814,0.0062447973,-0.0076232217,0.00014663441,-0.0028130328,0.006550517,-0.0012564561,-0.011895359,1.0080259,-0.007704711,-0.0004285851,-0.0036091283,-0.004524909,0.0019528419,0.00052296184,0.0034326662,0.000652513,0.007499724,-0.0023875302,-0.0054848185,-0.000168317,0.0025628358,-0.004099898,-0.00062115863,0.7414548,-0.003002528,0.0016855043,0.006511435,0.00023654476,-0.003450442,0.0019197566,0.0018562805,-0.0042800936,-0.0027675983,1.0087882,0.0065835407,0
